loanId,borrowerId,loanType,loanPurpose,originationDate,maturityDate,originalPrincipal,currentBalance,interestRate,termMonths,paymentAmount,paymentStatus,daysPastDue,lastPaymentDate,borrowerState,borrowerZip,creditScore,creditGrade,employmentLength,incomeBand,appraisedValue,servicerId,servicerName,lastUpdatedAt,documentStatus,sourceSystem,verificationStatus,version,recordHash
LN-000138,B-00057,PERSONAL,Debt consolidation,2015-05-04,2045-05-04,586500.00,353331.96,7.1550,360,3963.24,CURRENT,0,2026-06-21,IL,82126,,A-,5 years,75-100k,798000.00,SVC-05,SVC-05 Servicing LLC,2026-07-07T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,92208419a825074fccb0d275dccc36914ae5e146e5590484dd25113a3b79f186
LN-000139,B-00234,FIXED,Purchase,2023-02-03,2053-02-03,625500.00,466646.82,6.9760,360,4151.39,CURRENT,0,2026-06-24,TN,24411,619,B+,1 year,250k+,836000.00,SVC-04,SVC-04 Servicing LLC,2026-07-08T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,de1ea6110c47a312fb9649547b7ef40fb136565fbb085e1783f9836ae601d379
LN-000140,B-00264,ARM,Home improvement,2020-02-04,2035-02-04,602500.00,472067.76,6.1210,180,5123.71,CURRENT,0,2026-06-15,FL,92913,613,A-,< 1 year,75-100k,899000.00,SVC-02,SVC-02 Servicing LLC,2026-07-18T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,44d740ee45f893fc1d9dbf09d1dfee1d9375a451d62e11f0cb77198c6601a0f3
LN-000141,B-00213,ARM,Home improvement,2021-05-17,2031-05-17,131000.00,120039.86,6.7610,120,1504.93,DELINQUENT,15,2026-06-28,IN,07638,671,B,< 1 year,50-75k,190000.00,SVC-05,SVC-05 Servicing LLC,2026-07-08T00:00:00.000Z,COMPLETE,ENCOMPASS,REJECTED,2,d55a7a448e1b615890fbbedeff2fc1459c67e8b6539a62b8996af82a5404f1e9
LN-000142,B-00209,ARM,Cash-out refi,2018-09-23,2038-09-23,676000.00,535198.32,4.0010,240,4096.78,DELINQUENT,45,2026-07-08,,15301,,C+,7 years,100-150k,896000.00,SVC-04,SVC-04 Servicing LLC,2026-07-12T00:00:00.000Z,MISSING,LEGACY-AS400,REJECTED,1,4c287649d23749ba4486322eadbfa190313508ac99b9290e825bb17bd5bd2500
LN-000143,B-00167,PERSONAL,Cash-out refi,2018-04-07,2025-04-07,371500.00,248179.16,5.9200,84,5412.84,CURRENT,0,2026-06-18,WA,23582,811,B-,3 years,150-250k,580000.00,SVC-01,SVC-01 Servicing LLC,2026-07-10T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,c7545158ab02533603abf1f5da88dc8fceaf7dfa2e73b557dc337966980ad3d3
LN-000144,B-00132,HELOC,Refinance,2017-02-10,2027-10-02,741500.00,569961.55,4.4060,120,7651.23,CURRENT,0,2026-07-07,WI,76447,590,A-,1 year,50-75k,1027000.00,SVC-04,SVC-04 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,3ff983446752c4a532d717ce5dec894b89f1fe58b00d875767a69452677f6c27
LN-000145,B-00255,HELOC,Home improvement,2024-03-14,2031-03-14,522000.00,274341.52,4.1060,84,7160.62,CURRENT,0,2026-06-17,AZ,46767,605,C+,10+ years,50-75k,780000.00,SVC-02,SVC-02 Servicing LLC,2026-07-23T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,2,0de7822dab2c49861f5910edb9a76d8f7555947b62473a499c9e81455b6ca43b
LN-000146,B-00454,HELOC,Refinance,2017-01-17,2027-01-17,830000.00,749456.59,7.5870,120,9889.98,CURRENT,0,2026-06-11,TX,45404,,A,5 years,50-75k,1096000.00,SVC-03,SVC-03 Servicing LLC,2026-07-11T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,56c1a922c21e09d8b171438e48846304bd53ee06086d2e55511dc64abe1e97c8
LN-000147,B-00119,ARM,Debt consolidation,2019-10-01,2049-10-01,356500.00,240857.29,6.4920,360,2251.45,CURRENT,0,2026-07-19,CA,84043,590,C,5 years,<50k,511000.00,SVC-01,SVC-01 Servicing LLC,2026-07-27T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,70561feda0773f671e5471ed62740923e4c2076794ff6cce9b8b954d6eab3acb
LN-000148,B-00024,FIXED,Cash-out refi,2019-06-11,2049-06-11,675500.00,456009.41,3.9740,360,3214.82,CURRENT,0,2026-06-09,MO,43348,800,A,2 years,250k+,1016000.00,SVC-01,SVC-01 Servicing LLC,2026-07-17T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,d4624ac3af4d1fb7770cb7b40a100d3065258e9aafc6f3d8dc4440c7a82635f6
LN-000149,B-00367,FIXED,Purchase,2022-01-25,2029-01-25,93000.00,68036.83,7.7740,84,1439.07,CURRENT,0,2026-07-13,NC,59458,786,B-,3 years,75-100k,125000.00,SVC-05,SVC-05 Servicing LLC,2026-07-29T00:00:00.000Z,COMPLETE,BLACKKNIGHT,REJECTED,2,31883c81761b23c74f456cc289f428b66243f85cae9946ecea8dcfb64ab94918
LN-000150,B-00177,FIXED,Debt consolidation,2016-01-22,2026-01-22,150500.00,94021.74,4.9100,120,1589.67,CURRENT,0,2026-06-09,GA,57457,,A-,7 years,75-100k,206000.00,SVC-06,SVC-06 Servicing LLC,2026-07-17T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,2,b215d2007e7685de7a43e38bf78ca7cb6c2e2e323a3acf64b0f73d40f8d3ac22
LN-000152,B-00469,ARM,Purchase,2017-11-08,2032-11-08,655000.00,335771.18,4.6060,180,5046.26,CURRENT,0,2026-07-15,NC,32374,716,C,< 1 year,75-100k,933000.00,SVC-06,SVC-06 Servicing LLC,2026-07-27T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,d874936b10dc71c2463532062a427d9fe624f635d4caf86fa2d52b9883d5de62
LN-000153,B-00442,FIXED,Home improvement,2016-03-19,2046-03-19,612500.00,561265.20,4.5820,360,3133.36,CURRENT,0,2026-06-17,WI,40373,662,C,3 years,75-100k,839000.00,SVC-02,SVC-02 Servicing LLC,2026-07-29T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,d8e1ec160e6647d896b94e3379a551a8ebdb7c11350db35fc26c56203d40be53
LN-000154,B-00261,FIXED,Cash-out refi,2021-06-18,2036-06-18,294500.00,230663.32,6.8390,180,2620.61,DELINQUENT,30,2026-06-29,FL,63711,,A,5 years,50-75k,394000.00,SVC-01,SVC-01 Servicing LLC,2026-07-28T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,5119150222926b3753876d4a2e1936506a31bdf4f1d50f1183800f0f0aa61820
LN-000155,B-00376,HELOC,Cash-out refi,2015-05-17,2030-05-17,81500.00,63141.82,6.5760,180,713.36,CURRENT,0,2026-07-12,IL,92562,649,B,10+ years,150-250k,125000.00,SVC-03,SVC-03 Servicing LLC,2026-07-22T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,5b36b77a5a70c5d22971d6ea8ca59a0e784d36a33b7899f9829f36b0f323473d
LN-000156,B-00040,FIXED,Cash-out refi,2016-11-07,2023-11-07,80000.00,49820.17,4.3350,84,1105.88,CURRENT,0,2026-05-27,FL,51859,601,A-,< 1 year,150-250k,126000.00,SVC-04,SVC-04 Servicing LLC,2026-07-10T00:00:00.000Z,PARTIAL,LEGACY-AS400,VERIFIED,1,c60a3d3c5281eecca4467cc90982b047588ed458027ea39d4008a3b94866ec9b
LN-000157,B-00309,FIXED,Home improvement,2022-06-15,2052-06-15,703500.00,607039.81,5.4330,360,3964.87,DELINQUENT,120,2026-07-18,OH,82128,664,A,1 year,75-100k,868000.00,SVC-05,SVC-05 Servicing LLC,2026-07-27T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,2,65887002f37bed1ff5baf55147ba753638056d6d345befb3e1ad42c21b34f74b
LN-000158,B-00318,FIXED,Purchase,2015-10-22,2020-10-22,61500.00,34277.94,7.5270,60,1233.12,CURRENT,0,2026-06-14,WI,05223,,C,7 years,75-100k,68000.00,SVC-05,SVC-05 Servicing LLC,2026-07-10T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,36e42e50ebe92bd6b79769e8ec5586455de0bbbe46aef9aef6b39d4c3ca1d3a2
LN-000159,B-00253,ARM,Cash-out refi,2019-05-27,2029-05-27,798500.00,706734.05,5.8270,120,8795.78,CURRENT,0,2026-06-17,GA,02400,639,B,2 years,100-150k,1245000.00,SVC-02,SVC-02 Servicing LLC,2026-07-30T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,2e9fefb4e50a7f6c64b5ef6b99590aa8474c39fefb2c6c5d3f71a1f16860e1e5
LN-000160,B-00285,FIXED,Cash-out refi,2024-10-10,2039-10-10,318500.00,160800.93,6.6790,180,2805.91,DELINQUENT,30,2026-07-16,FL,83443,659,B-,< 1 year,50-75k,423000.00,SVC-05,SVC-05 Servicing LLC,2026-07-20T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,2,52e7cd27146aae4dd5ffcf8ba3018607075c0a24de362071543cf91e90eb5eda
LN-000161,B-00454,ARM,Debt consolidation,2021-10-04,2051-10-04,602000.00,366807.43,5.7030,360,3495.16,,0,2026-06-30,IL,92455,599,C,< 1 year,50-75k,740000.00,SVC-06,SVC-06 Servicing LLC,2026-07-30T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,e121ab1250832ff25872ce99733beb6709c157a23995125e7bfd391abe8cab63
LN-000162,B-00279,FIXED,Debt consolidation,2020-01-24,2050-01-24,728000.00,728000.00,6.5730,360,4636.46,CURRENT,0,2026-06-07,NC,22407,,B-,2 years,75-100k,869000.00,SVC-06,SVC-06 Servicing LLC,2026-07-18T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,2,9a9b67ffa0d1cb1b596daa89c4a921e47d76762e7a804be83a4bbe6e92b6a81e
LN-000163,B-00380,PERSONAL,Purchase,2017-11-28,2047-11-28,738500.00,349984.42,4.2400,360,3628.65,CURRENT,0,2025-07-18,WA,57859,707,C+,3 years,100-150k,1061000.00,SVC-05,SVC-05 Servicing LLC,2025-08-09T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,d70257e8d6f6d88f6af7f8fb12879973765522017a061bf43f4064671df3a643
LN-000164,B-00336,FIXED,Home improvement,2024-04-03,2039-04-03,107500.00,85773.59,5.3510,180,869.89,CURRENT,0,2026-06-24,NJ,34357,797,A,7 years,75-100k,124000.00,SVC-06,SVC-06 Servicing LLC,2026-07-08T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,6e2c5fa3cf19eaec82b788d68dc220812c328e0f539aaa195af9d37042eaeccd
LN-000165,B-00427,ARM,Home improvement,2015-05-06,2045-06-05,332500.00,197204.07,6.9850,360,2208.78,CURRENT,0,2026-07-20,MD,56826,706,B+,5 years,<50k,369000.00,SVC-05,SVC-05 Servicing LLC,2026-07-28T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,91316792c5d8feef6a920333db082cc0efd7c4c72fc71544287beff1bb91492f
LN-000166,B-00335,AUTO,Purchase,2015-05-28,2020-05-28,431500.00,397938.06,4.7980,60,8103.06,CURRENT,0,2026-06-22,MA,61236,,B+,7 years,250k+,688000.00,SVC-04,SVC-04 Servicing LLC,2026-07-20T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,807bcb501a17a5852c9b620dedf1274173e6635e5fe8de5c6b4a3c49fcfdcdc7
LN-000167,B-00182,FIXED,Debt consolidation,2024-11-03,2029-11-03,699500.00,341050.71,7.0260,60,13859.52,CURRENT,0,2026-07-14,PA,11745,722,A,7 years,100-150k,1087000.00,SVC-05,SVC-05 Servicing LLC,2026-07-24T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,982e531d2b0fc3440b76e1b5eaed9a80a726f2a24216eee762b640d0291da427
LN-000168,B-00294,FIXED,Purchase,2023-09-27,2043-09-27,273000.00,197113.83,7.7120,240,2234.79,CURRENT,0,2026-07-29,WI,70180,621,B,< 1 year,250k+,347000.00,SVC-01,SVC-01 Servicing LLC,2026-07-30T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,14e1ecadf835ff0f3925aa87e4c4dd53fd8de3851f6ecfc71aeb2108d990f2b3
LN-000169,B-00227,ARM,Home improvement,2017-01-09,2037-01-09,433500.00,375003.36,5.1250,240,2890.93,CURRENT,0,2026-07-17,MI,47870,587,A,3 years,150-250k,664000.00,SVC-02,SVC-02 Servicing LLC,2026-07-17T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,2,e746fe4d859b625967e36c01bb3a3891b36145435f7c537402c39c037e9c1e0d
LN-000170,B-00153,FIXED,Cash-out refi,2016-05-19,2046-05-19,465000.00,440691.50,7.2730,360,3179.38,CURRENT,0,2026-06-15,AZ,54865,,C+,2 years,100-150k,635000.00,SVC-06,SVC-06 Servicing LLC,2026-07-18T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,9f0529161db06cc1d3e46ee5a676065b43820e70e1b6851929d76ed4cce8b49c
LN-000171,B-00210,ARM,Purchase,2022-02-25,2037-02-25,629500.00,559146.31,5.5990,180,5176.67,CURRENT,0,2026-06-07,AZ,80854,660,C+,7 years,100-150k,766000.00,SVC-03,SVC-03 Servicing LLC,2026-07-06T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,55250825c5a7dcfb483028c1472ad9e8c821e30f227eed44c1e723c7518e62d8
LN-000172,B-00199,PERSONAL,Purchase,2022-08-21,2042-08-21,479500.00,296868.81,8.1660,240,4060.41,CURRENT,0,2026-07-15,TN,94074,1200,C,7 years,50-75k,668000.00,SVC-04,SVC-04 Servicing LLC,2026-07-20T00:00:00.000Z,COMPLETE,BLACKKNIGHT,REJECTED,1,f23182faf98ab599492e6064dfa38e37ed67555b96d83b1a3a8e886880a60813
LN-000173,B-00243,FIXED,Refinance,,2028-11-24,533000.00,269110.06,7.2470,120,6256.65,DEFAULT,120,2026-07-21,TN,18712,667,B+,3 years,<50k,627000.00,SVC-04,SVC-04 Servicing LLC,2026-07-21T00:00:00.000Z,COMPLETE,BLACKKNIGHT,REJECTED,1,fa95af1f2ba51b8fe6ceac141f8f4d8d61c752f9c28e6cc16e037c9f35c50547
LN-000174,B-00431,ARM,Debt consolidation,2015-06-10,2030-06-10,621000.00,336270.17,6.6080,180,5446.51,CURRENT,0,2026-06-01,CA,22518,,B+,5 years,75-100k,893000.00,SVC-06,SVC-06 Servicing LLC,2026-07-06T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,aac50375693e3bd65d493692274d8c563b9339728cdf85eb8215515c2c3b0523
LN-000175,B-00168,ARM,Home improvement,2018-11-21,2025-11-21,196500.00,165946.98,5.1370,84,2789.98,CURRENT,0,2026-06-14,,06829,802,B-,3 years,150-250k,240000.00,SVC-06,SVC-06 Servicing LLC,2026-07-19T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,b589763b928d3ac103791adca364d0321bb45606851141a9ea984549b7578908
LN-000176,B-00432,FIXED,Debt consolidation,2023-01-25,2043-01-25,138500.00,78405.75,5.5470,240,956.40,DELINQUENT,60,2026-06-29,MO,75027,789,C+,3 years,100-150k,209000.00,SVC-03,SVC-03 Servicing LLC,2026-07-30T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,2,36f21e2244a03d4f47fe34bfc30d6e419d39b15cff01cb83ac60e662ac668d0d
LN-000177,B-00447,ARM,Purchase,2023-11-18,2053-11-18,798500.00,408562.87,4.1530,360,3882.93,CURRENT,0,2026-06-25,PA,69513,712,A-,5 years,<50k,1149000.00,SVC-06,SVC-06 Servicing LLC,2026-07-29T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,7b1e40b4dcfc1c1f7b59c5b24f718d643ef10c34706b87cd2f66de11c10cdfb5
LN-000178,B-00356,FIXED,Refinance,2016-04-24,2026-04-24,604500.00,376838.76,8.1460,120,7380.97,CURRENT,0,2026-06-22,WA,86148,,C+,< 1 year,150-250k,910000.00,SVC-01,SVC-01 Servicing LLC,2026-07-06T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,ef1497da5b734bed18235cb73865de4bcc1f2ddb3371d6a189be8c25cd97a3f5
LN-000179,B-00398,ARM,Home improvement,2016-06-15,2023-06-15,795000.00,645245.28,6.2840,84,11722.34,DELINQUENT,75,2026-07-16,PA,23139,667,B+,5 years,250k+,1156000.00,SVC-01,SVC-01 Servicing LLC,2026-07-21T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,3,a0e2f24f3fcae58549f2442c4ad6f56a3a5fb402a6ef44eec9229d504451cb36
LN-000180,B-00248,HELOC,Purchase,2021-10-03,2026-10-03,361500.00,172958.39,5.4500,60,6896.73,DELINQUENT,45,2026-06-13,MI,72980,597,C,5 years,50-75k,458000.00,SVC-01,SVC-01 Servicing LLC,2026-07-14T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,03f55374ae7c0fcb34604d1e7b570396162a2f0a57163b0e6e7eeae286dc9ef7
LN-000181,B-00325,FIXED,Purchase,2018-07-05,2048-07-05,442500.00,278493.97,6.7920,360,2882.41,CURRENT,0,2026-07-14,NC,56549,707,A-,5 years,250k+,675000.00,SVC-03,SVC-03 Servicing LLC,2026-07-29T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,2,365b28b825ae1c851126712a7c7ce53aa2f65b8da89b1a1cc8a3e1ecce27301e
LN-000182,B-00035,HELOC,Refinance,2024-01-27,2054-01-27,463500.00,227040.36,6.4950,360,2928.11,DELINQUENT,60,2026-07-15,MI,29120,,C,< 1 year,150-250k,537000.00,SVC-05,SVC-05 Servicing LLC,2026-07-25T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,598a878962644c307ec28a0857d4c06feb97dce650303e2bfa6e1cd2c4a5f3c3
LN-000183,B-00242,FIXED,Purchase,2023-05-11,2028-05-11,244500.00,,5.3620,60,4654.68,PAID_OFF,0,2026-06-05,NY,,658,B-,1 year,<50k,379000.00,SVC-05,SVC-05 Servicing LLC,2026-07-17T00:00:00.000Z,COMPLETE,FISERV,REJECTED,1,6d51166de79903ae273e2b6368101707db8772460241704e8874e412ac9d967e
LN-000184,B-00204,FIXED,Refinance,2016-06-19,2026-06-19,462000.00,358944.02,4.9460,120,4888.04,CURRENT,0,2026-07-11,PA,68318,683,B-,5 years,50-75k,736000.00,SVC-02,SVC-02 Servicing LLC,2026-07-13T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,405d904ec2aa97ebf2a6208d4142b2967c61c1aea49c39d8750b412d0793e697
LN-000185,B-00196,AUTO,Cash-out refi,2020-05-08,2035-05-08,650000.00,337231.01,6.5250,180,5671.13,CURRENT,0,2026-07-17,WI,68123,771,C+,10+ years,50-75k,891000.00,SVC-04,SVC-04 Servicing LLC,2026-07-28T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,569cd76aab35429c39095beb2e35b0586eb30284e6a35aa858b71ee566bd9d17
LN-000186,B-00281,FIXED,Cash-out refi,2024-03-06,2054-06-03,204500.00,169311.48,6.2700,360,1261.80,CURRENT,0,2026-07-19,PA,85035,,B,5 years,50-75k,250000.00,SVC-06,SVC-06 Servicing LLC,2026-07-29T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,40fc64176d14da4c5fa1309fd4615136c1e6656324a5eb1f2c4a068b68137734
LN-000187,B-00008,FIXED,Home improvement,2015-06-13,2022-06-13,148500.00,89729.44,6.5770,84,2210.68,CURRENT,0,2026-06-29,PA,53166,668,A,1 year,50-75k,219000.00,SVC-02,SVC-02 Servicing LLC,2026-07-11T00:00:00.000Z,PARTIAL,LEGACY-AS400,VERIFIED,1,035d7f8fe6736d2a0533c22d7acd6884727f495438e61f2d83b17f172795b605
LN-000188,B-00338,FIXED,Home improvement,2022-01-24,2052-01-24,849000.00,450600.09,7.4310,360,5896.27,CURRENT,0,2026-07-17,NJ,37444,802,A-,7 years,75-100k,1119000.00,SVC-04,SVC-04 Servicing LLC,2026-07-24T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,4178dbe80da939054ad7dadccae17a4e81b7e2ae3316ec0d5d8500bafa613f04
LN-000189,B-00139,AUTO,Cash-out refi,2016-04-06,2046-04-06,688500.00,584555.34,6.7040,360,4444.57,DELINQUENT,45,2026-06-22,MI,88287,792,C,5 years,50-75k,833000.00,SVC-05,SVC-05 Servicing LLC,2026-07-28T00:00:00.000Z,MISSING,BLACKKNIGHT,REJECTED,1,42990f261e1a229ca4b5e72a8bec5762ff78424d47e7ffbfe338acf1fae0eeea
LN-000190,B-00223,AUTO,Purchase,2020-11-11,2040-11-11,545000.00,514898.62,5.0740,240,3619.08,CURRENT,0,2026-06-27,MA,35005,,B,2 years,50-75k,622000.00,SVC-04,SVC-04 Servicing LLC,2026-07-28T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,27456cd01214823f72f3e525fb7986e4d02858d3dcde622bdebf0313b6b7436f
LN-000191,B-00256,FIXED,Purchase,2015-10-26,2022-10-26,781000.00,561560.74,7.0620,84,11811.07,CURRENT,0,2026-06-08,TN,24441,636,B,< 1 year,150-250k,1091000.00,SVC-04,SVC-04 Servicing LLC,2026-07-22T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,ea3603b83862b219c21f42eae2089f8597228c2e6ce0a8062043727641e47e1c
LN-000192,B-00103,HELOC,Purchase,2021-10-01,2036-10-01,204500.00,113933.12,4.8870,180,1605.16,CURRENT,0,2026-06-23,FL,09051,748,B,7 years,100-150k,265000.00,SVC-05,SVC-05 Servicing LLC,2026-07-18T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,df495e837e0cce5e6d4f2f0e3cc9b33fa7286b9d8cb7769d2bf38cc4385b93d7
LN-000193,B-00424,HELOC,Debt consolidation,2024-04-07,2034-07-04,843000.00,405325.61,7.0510,120,9810.12,DELINQUENT,30,2026-06-10,NJ,83036,679,C+,10+ years,250k+,1092000.00,SVC-05,SVC-05 Servicing LLC,2026-07-24T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,2bc10e453b3267dcfa308e922607dd1a76e1b910572f29b7c53c0003955bb4e1
LN-000194,B-00178,AUTO,Home improvement,2024-12-01,2034-12-01,560500.00,516742.43,7.1710,120,6557.39,DEFAULT,90,2026-07-06,IN,19253,,B+,7 years,250k+,778000.00,SVC-01,SVC-01 Servicing LLC,2026-07-25T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,23e0933dd594bdd2a6ee23646ffb2a52a9d4da8be9cd02e50bf6a01caf5c4288
LN-000195,B-00397,PERSONAL,Cash-out refi,2018-04-26,2033-04-26,114500.00,52164.73,6.5530,180,1000.76,CURRENT,0,2026-07-12,NY,59076,620,B,1 year,<50k,182000.00,SVC-05,SVC-05 Servicing LLC,2026-07-23T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,c3f82d472aad074422e052f4f63274a737c57b72f69d28a2d4207b8071bad995
LN-000196,B-00208,AUTO,Cash-out refi,2018-11-22,2028-11-22,291500.00,227498.30,5.6790,120,3189.46,CURRENT,0,2026-06-17,VA,82765,705,B+,2 years,100-150k,365000.00,SVC-01,SVC-01 Servicing LLC,2026-07-21T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,18ae0ed70417259ce5d0102faf862be68d0841f8691aa97abd0d30fa0571d3e8
LN-000197,B-00373,FIXED,Cash-out refi,2015-10-09,2030-10-09,812500.00,768071.62,3.7680,180,5915.94,CURRENT,0,2026-06-26,GA,38127,802,B,7 years,100-150k,1079000.00,SVC-05,SVC-05 Servicing LLC,2026-07-07T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,3349201511122f6e434b7b1bafa2db5f1638c69d0660d4f31057df85e73b3823
LN-000198,B-00367,ARM,Cash-out refi,2023-08-22,2038-08-22,704000.00,399208.39,4.2860,180,5308.88,DELINQUENT,30,2026-06-17,AZ,99623,,A,1 year,50-75k,1118000.00,SVC-01,SVC-01 Servicing LLC,2026-07-17T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,2,c4f030a1bb11211abe2b71493ef37eccd0a27d1314db2db5639dd7966ff74bd7
LN-000199,B-00217,HELOC,Cash-out refi,2022-01-12,2032-01-12,151000.00,151000.00,4.9190,120,1595.62,CURRENT,0,2026-05-29,CA,45368,584,B+,2 years,75-100k,167000.00,SVC-05,SVC-05 Servicing LLC,2026-07-08T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,2,8cb53f3b9a22c8c7664e24f053694432731cfe76a8b78597420a86579d9b0ade
LN-000200,B-00209,ARM,Cash-out refi,2023-06-14,2053-06-14,372500.00,337120.97,7.7840,360,2677.39,CURRENT,0,2026-06-25,OH,80503,623,B-,3 years,150-250k,483000.00,SVC-01,SVC-01 Servicing LLC,2026-07-30T00:00:00.000Z,COMPLETE,BLACKKNIGHT,REJECTED,1,a0891cd4937702e282a74e049d5bd2204f8882fb11d576fdf03f90b74ebb8be2
LN-000200,B-00463,FIXED,Home improvement,2017-12-18,2024-12-18,513000.00,261858.60,5.9760,84,7488.29,CURRENT,0,2026-06-10,PA,59830,687,C,< 1 year,250k+,629000.00,SVC-05,SVC-05 Servicing LLC,2026-07-24T00:00:00.000Z,COMPLETE,SHAWBROOK,REJECTED,1,eb7d4e535995aef7a3bcd7762da8205e63de27f63d79b133a9f128bae40b420e
LN-000201,B-00263,ARM,Debt consolidation,2018-11-06,2048-11-06,356000.00,234096.89,7.4900,360,2486.77,CURRENT,-10,2026-07-15,IN,36104,679,B-,7 years,250k+,399000.00,SVC-06,SVC-06 Servicing LLC,2026-07-15T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,21ff80b9a30ddb9cdac1741f57d372b245978a8a2f1e6ed4e253261d664fda54
LN-000202,B-00021,PERSONAL,Debt consolidation,2022-07-16,2029-07-16,477000.00,294283.99,3.9740,84,6514.31,CURRENT,0,2026-03-11,PA,89383,,C+,10+ years,50-75k,723000.00,SVC-04,SVC-04 Servicing LLC,2026-03-18T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,2,896a788b605c989d3bfb1ffcfe4d99e0b0d4abacc8a426f9e9a079a59d8c21ab
LN-000203,B-00317,ARM,Purchase,2019-07-11,2049-07-11,439000.00,324161.87,4.2840,360,2168.36,CURRENT,0,2026-07-10,MA,59250,710,A-,5 years,250k+,579000.00,SVC-02,SVC-02 Servicing LLC,2026-07-17T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,1641797a4c3fbc57df88353d5ed09e5ca7a27fbac00f181eda10194e15cc7743
LN-000204,B-00244,PERSONAL,Purchase,2021-08-23,2051-08-23,466500.00,385488.08,4.7050,360,2420.85,CURRENT,0,2026-07-08,TN,51650,621,B,5 years,100-150k,567000.00,SVC-06,SVC-06 Servicing LLC,2026-07-30T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,1a2cb061a23850690755bdda01c8c1daef8ffbe531348402f81f05c066323e06
LN-000205,B-00378,ARM,Refinance,2024-10-27,2054-10-27,713500.00,658094.17,7.8710,360,5171.39,CURRENT,0,2026-05-28,GA,29716,630,A-,3 years,<50k,1112000.00,SVC-06,SVC-06 Servicing LLC,2026-07-08T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,78e256f3ebae64b312ebc557062331a20550f7c6613383a454ed06ffee9c4d75
