Loan No,Borrower ID,Product,Purpose,Orig Dt,Mat Dt,Orig Bal ($),Curr Bal ,Int Rate,Term,P&I,Status,DPD,Last Paid,Prop St,Zip,FICO,Grade,Emp Length,Income Band,Col_17,Svcr,Servicer Name,As Of,Source System,Pool Cd,Notes
LN-000192,B-00103,HELOC,Purchase,10/01/2021,10/01/2036,"$204,500.00",113933.12,0.04887,180,1605.16,Current,0,2026-06-28,FL,9051,748,C+,7 years,100-150k,265000,SVC-05,SVC-05 Servicing LLC,2026-07-18,BLACKKNIGHT,P-2024-A,see servicing file
LN-000193,B-00424,HELOC,Home improvement,04/07/2024,07/04/2034,"$843,000.00","$405,325.61",0.07051,120,9810.12,Delinquent,30,2026-07-04,NJ,83036,679,B,< 1 year,150-250k,1092000,SVC-05,SVC-05 Servicing LLC,2026-07-24,LEGACY-AS400,P-2023-C,
LN-000194,B-00178,Auto,Debt consolidation,12/01/2024,12/01/2034,"$560,500.00",516742.43,0.07171,120,6557.39,Default,90,2026-06-21,IN,19253,,C,10+ years,150-250k,778000,SVC-01,SVC-01 Servicing LLC,2026-07-25,BLACKKNIGHT,P-2024-B,modified 2023
LN-000195,B-00397,Personal,Debt consolidation,04/26/2018,04/26/2033,"$114,500.00",52164.73,0.06553,180,1000.76,Current,0,2026-07-08,NY,59076,620,C,5 years,150-250k,182000,SVC-05,SVC-05 Servicing LLC,2026-07-23,FISERV,P-2024-B,modified 2023
LN-000196,B-00208,Auto,Purchase,11/22/2018,11/22/2028,"$291,500.00",227498.30,0.05679,120,3189.46,Current,0,2026-06-26,VA,82765,705,A,10+ years,250k+,365000,SVC-01,SVC-01 Servicing LLC,2026-07-21,SHAWBROOK,P-2024-B,
LN-000197,B-00373,Fixed,Cash-out refi,10/09/2015,10/09/2030,"$812,500.00",768071.62,0.03768,180,5915.94,Current,0,2026-06-22,GA,38127,802,B,3 years,150-250k,1079000,SVC-05,SVC-05 Servicing LLC,2026-07-07,FISERV,P-2024-B,
LN-000198,B-00367,ARM,Home improvement,08/22/2023,08/22/2038,"$704,000.00",399208.39,0.04286,180,5308.88,Current,75,2026-06-28,AZ,99623,,B,10+ years,150-250k,1118000,SVC-01,SVC-01 Servicing LLC,2026-07-17,SHAWBROOK,P-2024-B,refi
LN-000199,B-00217,HELOC,Refinance,01/12/2022,01/12/2032,"$151,000.00",175332.62,0.04919,120,1595.62,Current,0,2026-07-08,CA,45368,584,A-,5 years,100-150k,167000,SVC-05,SVC-05 Servicing LLC,2026-07-08,LEGACY-AS400,P-2024-B,
LN-000200,B-00209,ARM,Refinance,14/06/2023,06/14/2053,"$372,500.00",337120.97,0.07784,360,2677.39,Current,0,2026-07-14,OH,80503,623,B,3 years,100-150k,483000,SVC-01,SVC-01 Servicing LLC,2026-07-30,SHAWBROOK,P-2024-B,escrow waived
LN-000201,B-00263,Adjustable Rate,Cash-out refi,11/06/2018,11/06/2048,"$356,000.00","$234,096.89",0.07490,360,2486.77,Current,-10,2026-06-13,IN,36104,679,B,1 year,<50k,399000,SVC-06,SVC-06 Servicing LLC,2026-07-15,LEGACY-AS400,P-2024-B,
LN-000202,B-00021,Personal,Home improvement,07/16/2022,07/16/2029,"$477,000.00",294283.99,0.03974,84,6934.58,Current,0,2026-01-20,PA,89383,,C,3 years,100-150k,723000,SVC-04,SVC-04 Servicing LLC,2026-02-16,ENCOMPASS,P-2023-C,
LN-000203,B-00317,ARM,Debt consolidation,07/11/2019,07/11/2049,"$439,000.00",324161.87,0.04284,360,2168.36,Current,0,2026-06-15,MA,59250,710,B+,3 years,250k+,579000,SVC-02,SVC-02 Servicing LLC,2026-07-17,ENCOMPASS,P-2024-A,modified 2023
LN-000204,B-00244,Personal,Home improvement,08/23/2021,08/23/2051,"$466,500.00",385488.08,0.04705,360,2420.85,Current,0,2026-07-18,TN,51650,621,C,2 years,150-250k,567000,SVC-06,SVC-06 Servicing LLC,2026-07-30,BLACKKNIGHT,P-2024-A,escrow waived
LN-000205,B-00378,ARM,Home improvement,10/27/2024,10/27/2054,"$713,500.00",658094.17,0.07871,360,5171.39,Current,0,2026-06-15,GA,29716,630,B-,< 1 year,75-100k,1112000,SVC-06,SVC-06 Servicing LLC,2026-07-08,LEGACY-AS400,P-2024-B,
LN-000206,B-00179,Personal,Cash-out refi,10/13/2024,10/13/2054,"$660,500.00",445039.82,0.03966,360,3140.40,Current,0,2026-06-30,CA,41961,,A-,5 years,75-100k,1002000,SVC-06,SVC-06 Servicing LLC,2026-07-10,LEGACY-AS400,P-2024-A,escrow waived
LN-000207,B-00330,HELOC,Debt consolidation,06/10/2023,10/06/2030,"$84,000.00",79485.69,0.07646,84,1294.48,Delinquent,30,2026-07-23,MI,84182,640,C+,5 years,150-250k,107000,SVC-01,SVC-01 Servicing LLC,2026-07-23,FISERV,P-2024-A,escrow waived
LN-000208,B-00400,Personal,Cash-out refi,05/19/2020,05/19/2050,"$828,500.00",491145.04,0.04220,360,4061.18,Current,0,2026-07-02,Ontario,76209,618,B+,7 years,75-100k,1322000,SVC-02,SVC-02 Servicing LLC,2026-07-07,SHAWBROOK,P-2024-A,
LN-000209,B-00049,HELOC,Refinance,12/12/2022,12/12/2052,"$280,500.00","$217,402.31",0.05986,360,1679.22,Current,0,2026-07-04,FL,9356,677,C,10+ years,<50k,344000,SVC-06,SVC-06 Servicing LLC,2026-07-31,LEGACY-AS400,P-2024-A,modified 2023
LN-000210,B-00307,Adjustable Rate,Home improvement,09/18/2016,09/18/2021,"$572,000.00",374143.61,0.03892,60,10506.40,Current,0,2026-06-01,NC,12494,,B,3 years,150-250k,774000,SVC-03,SVC-03 Servicing LLC,2026-07-13,LEGACY-AS400,P-2024-B,modified 2023
LN-000211,B-00031,Adjustable Rate,Cash-out refi,06/08/2022,06/08/2029,"$688,500.00",360773.77,0.04538,84,9582.43,Current,0,2026-07-11,VA,75530,793,C+,7 years,150-250k,867000,SVC-05,SVC-05 Servicing LLC,2026-07-26,BLACKKNIGHT,P-2024-B,
LN-000212,B-00324,Auto,Home improvement,11/14/2054,11/14/2024,"$213,500.00",137639.87,0.06572,360,1359.59,Current,0,2026-06-22,IN,85996,721,B-,2 years,100-150k,318000,SVC-05,SVC-05 Servicing LLC,2026-07-07,LEGACY-AS400,P-2024-A,
LN-000213,B-00413,Fixed Rate,Home improvement,10/07/2015,44841,"$62,500.00",43470.31,0.07908,84,971.28,Current,0,2026-06-08,TN,26815,710,B,3 years,150-250k,72000,SVC-04,SVC-04 Servicing LLC,2026-07-16,SHAWBROOK,P-2024-A,refi
LN-000214,B-00161,Fixed Rate,Purchase,30/02/2022,11/21/2033,"$356,000.00",263242.38,0.05326,120,3832.91,Current,0,2026-06-24,GA,60775,,A,3 years,50-75k,554000,SVC-06,SVC-06 Servicing LLC,2026-07-24,ENCOMPASS,P-2024-A,
LN-000215,B-00063,HELOC,Refinance,04/18/2016,04/18/2031,"$841,500.00",718193.63,0.06089,180,7141.58,Current,0,2026-06-28,AZ,08302,625,B-,3 years,75-100k,1337000,SVC-01,SVC-01 Servicing LLC,2026-07-18,FISERV,P-2024-B,modified 2023
LN-000216,B-00174,Adjustable Rate,Cash-out refi,09/10/2020,09/10/2050,"$60,000.00",50834.16,0.05456,360,339.02,Current,0,2026-06-24,WA,69164,767,A-,2 years,100-150k,74000,SVC-01,SVC-01 Servicing LLC,2026-07-26,LEGACY-AS400,P-2024-B,modified 2023
LN-000217,B-00055,Auto,Home improvement,10/27/2024,10/27/2039,"$330,500.00","$221,244.36",0.05842,180,2760.81,Current,75,2026-07-05,MD,06079,658,B+,3 years,75-100k,381000,SVC-02,SVC-02 Servicing LLC,2026-07-13,LEGACY-AS400,P-2024-B,
LN-000218,B-00044,ARM,Cash-out refi,04/28/2024,04/28/2054,"$795,000.00",736431.43,0.08101,360,5889.50,Current,0,2026-07-05,IN,13351,,B-,7 years,<50k,1097000,SVC-01,SVC-01 Servicing LLC,2026-07-13,LEGACY-AS400,P-2023-C,
LN-000219,B-00343,Auto,Refinance,02/23/2016,02/23/2046,"$553,000.00",379385.26,0.05987,360,3310.89,Current,0,2026-06-12,MO,77063,766,B-,10+ years,150-250k,781000,SVC-03,SVC-03 Servicing LLC,2026-07-23,FISERV,P-2023-C,escrow waived
LN-000220,B-00300,Auto,Cash-out refi,12/18/2023,12/18/2033,"$279,000.00",126340.05,0.07638,120,3331.91,Current,0,2026-06-17,TX,71113,728,B-,2 years,50-75k,404000,SVC-01,SVC-01 Servicing LLC,2026-07-15,SHAWBROOK,P-2023-C,modified 2023
LN-000221,B-00284,Fixed,Refinance,04/06/2023,06/04/2053,"$843,000.00",686321.78,0.07915,360,6135.76,Current,0,2026-06-06,FL,10658,624,A,10+ years,75-100k,957000,SVC-04,SVC-04 Servicing LLC,2026-07-19,SHAWBROOK,P-2024-A,see servicing file
LN-000222,B-00327,Fixed Rate,Cash-out refi,06/11/2023,06/11/2053,"$839,500.00",778311.14,0.07448,360,5840.04,Current,0,2026-06-30,NC,78947,,C+,< 1 year,250k+,1310000,SVC-99,SVC-99 Servicing LLC,2026-07-27,FISERV,P-2023-C,refi
LN-000223,B-00134,Fixed,Purchase,05/27/2022,05/27/2052,"$123,500.00",61876.57,0.06853,360,809.49,Current,0,2026-06-07,IL,07688,653,B+,< 1 year,100-150k,147000,SVC-05,SVC-05 Servicing LLC,2026-07-20,BLACKKNIGHT,P-2024-A,see servicing file
LN-000224,B-00071,Fixed Rate,Purchase,08/07/2020,08/07/2050,"$488,500.00",238737.49,0.06045,360,2942.95,Current,0,2026-06-21,MO,77584,772,C+,10+ years,<50k,622000,SVC-05,SVC-05 Servicing LLC,2026-07-26,FISERV,P-2023-C,
LN-000225,B-00265,Auto,Home improvement,09/26/2021,09/26/2026,"$258,500.00","$142,962.66",0.06614,60,5071.66,Current,0,2026-06-22,OH,94666,593,A-,3 years,150-250k,378000,SVC-06,SVC-06 Servicing LLC,2026-07-15,BLACKKNIGHT,P-2023-C,escrow waived
LN-000226,B-00072,Auto,Cash-out refi,06/13/2021,06/13/2028,"$755,500.00",697301.54,0.05642,84,10907.56,Current,0,2026-07-21,IL,6535,,B+,10+ years,<50k,1102000,SVC-04,SVC-04 Servicing LLC,2026-07-26,BLACKKNIGHT,P-2023-C,
LN-000227,B-00174,ARM,Purchase,12/27/2023,12/27/2053,"$493,500.00",448298.89,0.06739,360,3197.22,Current,0,2026-07-31,PA,10424,802,C+,2 years,150-250k,614000,SVC-06,SVC-06 Servicing LLC,2026-07-31,SHAWBROOK,P-2023-C,
LN-000228,B-00410,ARM,Debt consolidation,24/02/2016,02/24/2046,"$504,000.00",355958.62,0.05323,360,3040.04,Current,0,2026-07-01,VA,27550,662,B+,1 year,75-100k,699000,SVC-03,SVC-03 Servicing LLC,2026-07-16,LEGACY-AS400,P-2024-B,
LN-000229,B-00333,ARM,Home improvement,01/10/2017,01/10/2047,"$301,500.00",258470.17,0.06605,360,1926.55,Default,120,2026-06-03,WI,69521,777,A,3 years,150-250k,382000,SVC-03,SVC-03 Servicing LLC,2026-07-06,SHAWBROOK,P-2024-B,
LN-000230,B-00312,Auto,Refinance,08/19/2017,08/19/2037,"$336,000.00",302862.02,0.05020,240,2221.17,Current,0,2026-07-02,WI,91552,,B-,2 years,75-100k,440000,SVC-01,SVC-01 Servicing LLC,2026-07-26,ENCOMPASS,P-2024-B,
LN-000231,B-00031,Adjustable Rate,Debt consolidation,11/16/2016,11/16/2046,"$194,500.00",173870.69,0.06492,360,1228.35,Current,0,2026-07-11,GA,20170,722,C,7 years,75-100k,266000,SVC-02,SVC-02 Servicing LLC,2026-07-11,SHAWBROOK,P-2024-B,
LN-000232,B-00305,Adjustable Rate,Refinance,08/09/2015,08/09/2045,"$153,000.00",107521.78,0.03957,360,726.66,Current,0,2026-07-08,TN,93270,671,A-,10+ years,<50k,190000,SVC-05,SVC-05 Servicing LLC,2026-07-09,BLACKKNIGHT,P-2024-B,refi
LN-000233,B-00093,Personal,Purchase,06/10/2023,06/10/2043,"$480,500.00","$384,021.66",0.05177,240,3218.26,Current,0,2026-07-08,GA,59744,800,A-,7 years,50-75k,533000,SVC-03,SVC-03 Servicing LLC,2026-07-26,BLACKKNIGHT,P-2024-A,
LN-000234,B-00011,Personal,Debt consolidation,01/01/1900,10/14/2054,"$136,500.00",103294.33,0.04471,360,689.28,Current,0,2026-06-10,New York,61127,,C,3 years,250k+,162000,SVC-04,SVC-04 Servicing LLC,2026-07-10,BLACKKNIGHT,P-2023-C,see servicing file
LN-000235,B-00137,Fixed,Refinance,05/05/2021,05/05/2051,"$86,000.00",65702.71,0.04444,360,432.89,Current,0,2026-06-17,FL,46892,748,C+,2 years,50-75k,122000,SVC-02,SVC-02 Servicing LLC,2026-07-10,BLACKKNIGHT,P-2024-A,see servicing file
LN-000236,B-00443,Personal,Home improvement,03/13/2024,49016,"$421,500.00",488216.72,0.07020,120,4898.32,Paid Off,30,2026-07-15,CA,19181,701,C+,10+ years,75-100k,673000,SVC-02,SVC-02 Servicing LLC,2026-07-30,LEGACY-AS400,P-2023-C,
LN-000237,B-00031,Fixed Rate,Home improvement,02/21/2015,02/21/2022,"$722,000.00",590562.54,0.07703,84,11146.71,Current,0,2026-07-02,FL,54847,728,C,7 years,250k+,939000,SVC-03,SVC-03 Servicing LLC,2026-07-26,SHAWBROOK,P-2023-C,see servicing file
LN-000238,B-00140,HELOC,Debt consolidation,08/19/2024,08/19/2044,"$122,500.00",69583.29,0.07220,240,965.99,Current,0,2026-06-19,MA,61477,,A-,1 year,150-250k,154000,SVC-03,SVC-03 Servicing LLC,2026-07-29,SHAWBROOK,P-2023-C,
LN-000239,B-00054,Adjustable Rate,Cash-out refi,10/03/2022,10/03/2032,"$670,000.00",401109.69,0.05667,120,7326.83,Current,0,2026-06-15,VA,82401,764,B+,3 years,100-150k,828000,SVC-05,SVC-05 Servicing LLC,2026-07-14,FISERV,P-2024-B,
LN-000240,B-00363,Auto,Purchase,12/21/2021,12/21/2051,"$733,000.00",441435.53,0.05925,360,4359.42,Current,0,2026-07-23,MD,56222,668,C+,3 years,50-75k,923000,SVC-05,SVC-05 Servicing LLC,2026-07-31,SHAWBROOK,P-2024-A,
LN-000241,B-00210,Fixed Rate,Cash-out refi,09/22/2018,09/22/2048,"$719,500.00","$381,704.26",0.06374,360,4488.27,Current,0,2025-07-12,--,05150,754,B,5 years,250k+,1034000,SVC-01,SVC-01 Servicing LLC,2025-08-18,LEGACY-AS400,P-2024-B,
LN-000242,B-00279,Adjustable Rate,Refinance,20/09/2022,09/20/2052,"$722,500.00",421738.56,0.07981,360,5291.88,Current,0,2026-06-08,WI,23548,,A,1 year,50-75k,825000,SVC-01,SVC-01 Servicing LLC,2026-07-13,SHAWBROOK,P-2024-A,
LN-000243,B-00400,Fixed,Cash-out refi,08/14/2022,08/14/2052,"$148,000.00",80111.73,0.05128,360,806.11,Current,0,2026-07-06,WA,7796,1200,A,2 years,100-150k,189000,SVC-03,SVC-03 Servicing LLC,2026-07-07,ENCOMPASS,P-2023-C,
LN-000244,B-00457,Fixed Rate,Home improvement,02/16/2019,02/16/2039,"$694,000.00",499535.50,0.05160,240,4641.66,Current,0,2026-06-12,IL,95858,740,C,7 years,50-75k,857000,SVC-03,SVC-03 Servicing LLC,2026-07-13,BLACKKNIGHT,P-2024-A,see servicing file
LN-000245,B-00198,Personal,Cash-out refi,06/02/2016,06/02/2046,"$749,500.00",609020.65,0.03844,360,3511.15,Current,0,2026-06-10,MA,22746,770,C,1 year,50-75k,876000,SVC-05,SVC-05 Servicing LLC,2026-07-06,BLACKKNIGHT,P-2024-B,
LN-000246,B-00442,HELOC,Cash-out refi,01/08/2022,01/08/2032,"$733,500.00",434860.89,0.07198,120,8591.60,Current,0,2026-06-25,OH,40172,,A-,3 years,<50k,940000,SVC-06,SVC-06 Servicing LLC,2026-07-13,FISERV,P-2024-A,refi
LN-000247,B-00437,Fixed Rate,Home improvement,07/04/2017,07/04/2032,"$704,500.00",578595.50,0.19750,180,6728.10,Current,0,2026-07-18,MI,63188,728,B-,1 year,100-150k,1123000,SVC-05,SVC-05 Servicing LLC,2026-07-20,LEGACY-AS400,P-2023-C,modified 2023
LN-000248,B-00301,ARM,Debt consolidation,11/07/2023,11/07/2030,"$93,000.00",84090.57,0.05576,84,1339.77,Current,0,2026-06-21,MI,33856,744,A-,3 years,75-100k,117000,SVC-06,SVC-06 Servicing LLC,2026-07-21,BLACKKNIGHT,P-2024-B,
LN-000249,B-00180,Personal,Refinance,18/08/2022,08/18/2027,"$332,000.00","$229,219.41",0.08034,60,6737.17,Current,0,2026-07-02,VA,82668,643,B+,7 years,50-75k,390000,SVC-03,SVC-03 Servicing LLC,2026-07-15,ENCOMPASS,P-2023-C,modified 2023
LN-000250,B-00335,Fixed Rate,Refinance,03/15/2022,03/15/2052,"$152,000.00",82485.75,0.04487,360,768.99,Delinquent,30,2026-05-27,WI,66390,,C+,3 years,<50k,242000,SVC-04,SVC-04 Servicing LLC,2026-07-06,SHAWBROOK,P-2024-A,
LN-000251,B-00041,Auto,Cash-out refi,07/20/2021,07/20/2031,"$314,500.00",190911.39,0.04290,120,3227.69,Current,0,2026-06-18,NJ,16415,678,B,2 years,150-250k,478000,SVC-04,SVC-04 Servicing LLC,2026-07-23,BLACKKNIGHT,P-2024-B,
LN-000252,B-00424,Auto,Debt consolidation,03/07/2022,03/07/2042,"$50,500.00",34499.68,0.06505,240,376.66,Current,0,2026-07-08,MA,97885,597,C+,3 years,75-100k,58000,SVC-02,SVC-02 Servicing LLC,2026-07-22,ENCOMPASS,P-2023-C,
LN-000253,B-00096,Auto,Cash-out refi,08/10/2018,08/10/2025,"$166,000.00",132178.82,0.03832,84,2256.21,Current,0,2026-06-14,NY,72923,757,B+,2 years,<50k,183000,SVC-04,SVC-04 Servicing LLC,2026-07-14,FISERV,P-2024-B,modified 2023
LN-000254,B-00206,Auto,Refinance,03/16/2016,03/16/2046,"$569,000.00",318786.16,0.07230,360,4221.78,Current,0,2026-07-02,PA,63231,,C+,2 years,250k+,663000,SVC-01,SVC-01 Servicing LLC,2026-07-10,ENCOMPASS,P-2023-C,
LN-000255,B-00285,HELOC,Home improvement,31/04/2023,03/22/2052,"$326,500.00",255413.28,0.07235,360,2223.98,Current,60,2026-07-01,NC,98044,764,A-,< 1 year,150-250k,440000,SVC-06,SVC-06 Servicing LLC,2026-07-23,SHAWBROOK,P-2024-A,
LN-000256,B-00022,Fixed,Refinance,03/10/2021,10/03/2028,"$167,000.00",118181.62,0.05404,84,2392.19,Default,120,2026-06-14,PA,82637,692,B+,3 years,50-75k,260000,SVC-03,SVC-03 Servicing LLC,2026-07-20,BLACKKNIGHT,P-2024-B,
,B-00333,HELOC,Debt consolidation,06/18/2022,06/18/2052,"$671,500.00","$258,044.03",0.04390,360,2520.86,Current,0,2026-05-28,PA,62663,637,C,3 years,75-100k,578000,SVC-02,SVC-02 Servicing LLC,2026-07-10,FISERV,P-2024-B,refi
LN-000258,B-00189,Personal,Refinance,04/22/2017,n/a,"$486,000.00",341568.32,0.03875,60,8923.04,Current,0,2026-06-11,IL,68385,,B,3 years,<50k,755000,SVC-03,SVC-03 Servicing LLC,2026-07-07,SHAWBROOK,P-2023-C,
LN-000259,B-00397,Adjustable Rate,Purchase,03/25/2017,53776,"$329,000.00",181528.70,0.04103,360,1590.30,Current,0,2026-06-16,VA,20248,744,B,2 years,50-75k,473000,SVC-03,SVC-03 Servicing LLC,2026-07-07,SHAWBROOK,P-2024-B,
LN-000260,B-00115,Personal,Refinance,07/01/2023,07/01/2053,"$423,000.00",401228.10,0.05114,360,2300.32,Current,0,2026-06-20,FL,2462,598,B+,7 years,250k+,531000,SVC-05,SVC-05 Servicing LLC,2026-07-27,ENCOMPASS,P-2024-B,refi
LN-000261,B-00279,HELOC,Cash-out refi,08/06/2023,08/06/2033,"$322,500.00",167292.75,0.05287,120,3466.03,Current,0,2026-06-28,MO,88793,640,B,5 years,150-250k,366000,SVC-02,SVC-02 Servicing LLC,2026-07-26,BLACKKNIGHT,P-2023-C,see servicing file
LN-000262,B-00427,ARM,Home improvement,12/24/2015,12/24/2025,"$172,000.00",104770.02,0.07363,120,2029.39,Current,0,2026-06-28,MO,57650,,A-,10+ years,100-150k,219000,SVC-02,SVC-02 Servicing LLC,2026-07-26,FISERV,P-2024-B,refi
LN-000263,B-00414,Personal,Purchase,06/04/2015,04/06/2025,"$737,000.00",661447.54,0.03756,120,7376.60,Current,0,2026-06-07,GA,44826,673,B+,2 years,50-75k,892000,SVC-02,SVC-02 Servicing LLC,2026-07-14,SHAWBROOK,P-2024-A,
,B-00272,ARM,Home improvement,02/19/2024,02/19/2031,"$170,500.00",159511.99,0.06524,84,2533.81,Current,0,2026-06-25,TX,15644,621,B-,5 years,50-75k,248000,SVC-03,SVC-03 Servicing LLC,2026-07-15,FISERV,P-2024-A,
LN-000265,B-00427,Personal,Purchase,04/05/2020,04/05/2050,"$735,500.00","$523,568.77",0.04980,360,3939.34,Current,0,2026-06-19,OH,73699,594,C,< 1 year,<50k,1069000,SVC-03,SVC-03 Servicing LLC,2026-07-09,FISERV,P-2024-A,
LN-000266,B-00241,Adjustable Rate,Home improvement,01/28/2021,01/28/2041,"$221,000.00",120569.16,0.06078,240,1593.27,Current,0,2026-07-01,TX,86000,,B,5 years,<50k,280000,SVC-06,SVC-06 Servicing LLC,2026-07-24,LEGACY-AS400,P-2024-A,
LN-000267,B-00081,Fixed,Debt consolidation,12/09/2021,12/09/2031,"$598,500.00",561651.46,0.04339,120,6156.41,Current,0,2026-07-03,California,19592,597,B+,7 years,150-250k,816000,SVC-04,SVC-04 Servicing LLC,2026-07-21,BLACKKNIGHT,P-2023-C,
LN-000268,B-00074,Personal,Cash-out refi,02/21/2024,02/21/2034,"$53,500.00",42780.70,0.05108,120,570.28,Current,0,2026-06-13,CA,74274,608,C,1 year,50-75k,82000,SVC-02,SVC-02 Servicing LLC,2026-07-27,LEGACY-AS400,P-2023-C,
LN-000269,B-00137,Auto,Cash-out refi,05/01/2019,05/01/2029,"$309,000.00",173220.78,0.03823,120,3102.55,Current,0,2026-07-24,WA,96266,809,A-,1 year,100-150k,450000,SVC-03,SVC-03 Servicing LLC,2026-07-24,LEGACY-AS400,P-2024-A,
LN-000270,B-00061,Fixed Rate,Cash-out refi,25/03/2015,03/25/2045,"$660,500.00",368438.12,0.03947,360,3133.18,Current,0,2026-05-28,TX,83905,,A-,7 years,75-100k,734000,SVC-04,SVC-04 Servicing LLC,2026-07-09,SHAWBROOK,P-2024-A,see servicing file
LN-000271,B-00145,Fixed,Home improvement,04/11/2018,04/11/2028,"$445,000.00",278894.97,0.07244,120,5222.96,Current,0,2026-05-30,WI,12533,707,C+,2 years,75-100k,523000,SVC-02,SVC-02 Servicing LLC,2026-07-08,SHAWBROOK,P-2024-B,see servicing file
LN-000272,B-00298,Personal,Home improvement,11/24/2022,11/24/2052,"$407,000.00",275357.94,0.06845,360,2665.55,Current,0,2026-07-20,TX,52451,728,A-,7 years,75-100k,587000,SVC-01,SVC-01 Servicing LLC,2026-07-25,SHAWBROOK,P-2023-C,
LN-000273,B-00299,HELOC,Home improvement,11/26/2022,11/26/2052,"$681,000.00","$735,362.16",0.07657,360,4835.08,Delinquent,60,2026-07-07,PA,84486,709,C+,2 years,150-250k,909000,SVC-05,SVC-05 Servicing LLC,2026-07-30,FISERV,P-2024-A,see servicing file
LN-000274,B-00343,Auto,Refinance,10/24/2023,10/24/2028,"$308,000.00",163095.33,0.07363,60,6151.66,Current,30,2026-07-14,Unknown,89693,,B+,< 1 year,50-75k,424000,SVC-04,SVC-04 Servicing LLC,2026-07-27,FISERV,P-2024-B,see servicing file
LN-000275,B-00033,Personal,Purchase,05/01/2021,05/01/2051,"$427,000.00",404194.83,0.05588,360,2448.09,Current,0,2026-07-09,MI,93488,791,A,10+ years,100-150k,613000,SVC-01,SVC-01 Servicing LLC,2026-07-13,SHAWBROOK,P-2024-A,
LN-000276,B-00049,HELOC,Cash-out refi,12/11/2016,12/11/2023,"$744,500.00",361584.62,0.06425,84,11028.39,Current,0,2026-07-13,CA,47243,744,A,2 years,250k+,1105000,SVC-03,SVC-03 Servicing LLC,2026-07-21,LEGACY-AS400,P-2023-C,
LN-000277,B-00165,ARM,Cash-out refi,15/06/2024,06/15/2034,"$371,000.00",190863.51,0.07071,120,4321.21,Current,0,2026-07-08,CA,6898,605,B,2 years,50-75k,573000,SVC-03,SVC-03 Servicing LLC,2026-07-17,ENCOMPASS,P-2023-C,
LN-000278,B-00350,Personal,Cash-out refi,09/11/2021,09/11/2051,"$497,500.00",445854.87,0.06171,360,3037.68,Current,0,2026-07-11,GA,22732,,A,2 years,100-150k,762000,SVC-05,SVC-05 Servicing LLC,2026-07-26,LEGACY-AS400,P-2024-B,
LN-000200,B-00463,Fixed Rate,Cash-out refi,12/18/2017,12/18/2024,"$513,000.00",261858.60,0.05976,84,7488.29,Current,0,2026-06-19,PA,59830,687,C+,5 years,150-250k,629000,SVC-05,SVC-05 Servicing LLC,2026-07-24,LEGACY-AS400,P-2023-C,see servicing file
LN-000280,B-00050,Fixed Rate,Purchase,06/09/2019,06/09/2034,"$53,500.00",50771.28,0.04060,180,420.74,Current,0,2026-01-09,AZ,67151,665,C,5 years,150-250k,68000,SVC-06,SVC-06 Servicing LLC,2026-02-17,FISERV,P-2024-B,refi
LN-000281,B-00357,Fixed Rate,Refinance,07/03/2017,07/03/2047,"$650,000.00","$437,320.97",0.06062,360,3923.03,Current,0,2026-06-30,GA,76027,643,C,< 1 year,150-250k,909000,SVC-05,SVC-05 Servicing LLC,2026-07-25,LEGACY-AS400,P-2024-B,modified 2023
LN-000282,B-00146,Auto,Home improvement,08/19/2018,54289,"$132,000.00",83274.71,0.06267,360,814.21,Current,0,2026-05-31,CA,57602,,A-,10+ years,75-100k,203000,SVC-04,SVC-04 Servicing LLC,2026-07-08,ENCOMPASS,P-2023-C,
LN-000283,B-00109,Personal,Purchase,06/14/2018,06/14/2048,"$752,000.00",444357.09,0.04457,360,3791.08,Default,90,2026-06-23,WA,03532,736,B-,10+ years,50-75k,903000,SVC-02,SVC-02 Servicing LLC,2026-07-09,BLACKKNIGHT,P-2024-A,see servicing file
LN-000284,B-00188,Personal,Home improvement,20/01/2021,01/20/2051,"$379,500.00",258027.09,0.07822,360,2737.69,Current,0,2026-06-18,MO,82664,729,B+,2 years,75-100k,575000,SVC-02,SVC-02 Servicing LLC,2026-07-24,FISERV,P-2024-B,
LN-000285,B-00273,Fixed Rate,Purchase,04/20/2016,04/20/2046,"$292,000.00",133333.36,0.06210,360,1790.30,Default,90,2026-06-06,TX,59478,606,C,5 years,75-100k,371000,SVC-04,SVC-04 Servicing LLC,2026-07-20,SHAWBROOK,P-2023-C,
LN-000286,B-00025,Fixed Rate,Home improvement,03/22/2019,03/22/2024,"$613,500.00","(334,490.62)",0.06807,60,12092.25,Current,0,2026-07-11,GA,05513,,A,2 years,150-250k,918000,SVC-03,SVC-03 Servicing LLC,2026-07-13,SHAWBROOK,P-2024-A,
LN-000287,B-00080,Fixed Rate,Cash-out refi,11/01/2018,11/01/2048,"$561,000.00",352429.33,0.07128,360,3780.70,Current,0,2026-07-16,NC,09340,790,C+,5 years,75-100k,812000,SVC-02,SVC-02 Servicing LLC,2026-07-19,FISERV,P-2023-C,escrow waived
LN-000288,B-00375,Personal,Refinance,07/13/2024,07/13/2054,"$410,000.00",188318.66,0.07659,360,2911.55,Current,0,2026-06-08,MA,78970,742,B+,3 years,150-250k,598000,SVC-06,SVC-06 Servicing LLC,2026-07-18,LEGACY-AS400,P-2023-C,
